goodreads_book_id,tag_id,count
4538,30574,5192
4588,11557,5290
4588,30574,4547
4588,11743,4419
4591,30574,2063
4599,30574,5888
4600,30574,2536
4631,30574,2398
4633,30574,7642
4652,30574,15854
4671,7457,32061
4671,11557,20851
4671,11743,15360
4671,7404,5662
4671,5207,3607
4671,22743,2901
4671,18367,2697
4671,26735,2662
4671,14487,2394
4671,30574,2333
4671,26138,2090
4687,30574,2458
4708,30574,8636
4799,30574,37589
4806,30574,8232
4813,30574,11369
4820,30574,30635
4835,30574,9694
4865,21689,2510
4865,30574,2047
4894,30574,31992
4894,8717,2231
4900,30574,119713
4900,8717,8900
4900,7457,8128
4900,11743,4784
4909,30574,7954
4948,30574,88194
4948,6953,2280
4948,23605,2172
4950,30574,2712
4952,30574,2972
4953,30574,73682
4953,8717,3006
4954,30574,11043
4955,30574,6214
4965,30574,8411
4978,30574,10182
4979,30574,17913
4981,30574,443942
4981,8717,11267
4981,7457,9243
4981,11743,8881
4981,11557,7697
4981,26837,3863
4981,26771,2752
4983,30574,10566
4984,30574,4523
4985,30574,25450
4987,30574,9325
4989,30574,4362
5015,30574,4826
5043,14487,7569
5043,30574,7193
5043,11557,4593
5043,11743,4141
5052,30574,3148
5055,30574,3590
5064,14487,3562
5064,30574,3109
5084,30574,7151
5091,30574,7559
5091,11305,3026
5093,30574,30804
5093,11305,3043
5094,30574,33360
5094,8717,5058
5094,11305,4851
5094,28663,2145
5096,30574,31952
5096,8717,4126
5096,11305,3791
5107,7457,22118
5107,11557,16256
5107,11743,13435
5107,30574,13005
5107,7404,4104
5107,33114,3240
5107,5207,2577
5107,22743,2521
5107,18367,2186
5113,30574,69777
5113,11557,2659
5113,11743,2574
5113,8717,2149
5113,7457,2025
5114,30574,3760
5128,30574,8933
5129,30574,16180
5129,7457,12212
5129,11743,9497
5129,11557,7545
5129,26837,7151
5129,26771,5344
5129,10059,4590
5129,10064,3506
5129,7404,2293
5130,30574,4490
5139,30574,173514
5139,11743,2451
5148,7457,3018
5157,30574,17406
5158,30574,8695
5159,30574,6458
5160,30574,13819
5161,30574,13522
5166,30574,11464
5167,30574,18659
5171,30574,8318
5174,30574,2480
5175,30574,3515
5176,30574,13313
5179,30574,6728
5180,30574,10336
5181,30574,6576
5182,30574,11781
5187,30574,14988
5190,30574,12706
5191,30574,8495
5197,30574,18186
5198,30574,3096
5203,30574,17343
5203,11743,2673
5204,30574,7189
5205,30574,5513
5211,30574,3735
5246,7457,3082
5289,30574,15106
5296,30574,2188
5297,30574,358381
5297,8717,39631
5297,7457,18319
5297,11557,9811
5297,11743,6774
5297,7404,2968
5306,30574,2396
5308,30574,34918
5308,7457,3795
5308,11743,2364
5326,30574,109744
5326,7457,12436
5326,8717,8091
5326,11743,4069
5326,11557,2270
5326,7404,2230
5338,30574,7463
5344,30574,26483
5344,7457,2214
5344,8717,2213
5345,30574,2815
5346,30574,2743
5347,30574,7870
5348,30574,3067
5350,30574,17861
5351,30574,16901
5352,30574,12031
5354,30574,15392
5355,30574,3824
5356,30574,11338
5357,30574,8846
5358,30574,2988
5358,11743,2741
5359,30574,46705
5364,30574,56167
5364,8717,14687
5364,14487,4630
5364,26138,2686
5364,11557,2261
5364,11305,2110
5367,30574,11328
5368,30574,13448
5369,30574,6688
5413,30574,14364
5417,30574,2018
5439,30574,3499
5439,11743,2523
5439,27669,2511
5452,30574,3716
5454,30574,13018
5454,33114,2145
5470,11743,15044
5470,26837,7892
5470,26771,5459
5470,10064,5279
5470,7404,4293
5470,8717,3486
5470,5207,2789
5470,18367,2345
5472,30574,23681
5479,30574,40429
5481,30574,8247
5508,30574,12388
5509,30574,25162
5517,30574,12522
5526,30574,158655
5526,8717,3084
5526,26138,2802
5527,30574,44183
5544,26816,2033
5548,30574,4533
5571,30574,2319
5575,30574,8454
5659,7457,3671
5697,30574,7295
5720,30574,7471
5752,30574,7969
5755,30574,29621
5759,30574,8086
5759,11743,5131
5759,11557,5121
5787,30574,18086
5797,30574,93347
5797,7457,4154
5797,8717,3176
5805,30574,40426
5805,13561,4900
5805,8717,2181
5805,13547,2018
5809,30574,24228
5826,30574,67248
5826,11743,3159
5826,8717,2439
5845,30574,15001
5872,30574,12949
5890,7457,4322
5907,11305,41786
5907,11557,20160
5907,7457,12913
5907,30574,12631
5907,11743,11206
5907,5207,3903
5907,7404,2808
5907,1691,2645
5907,33114,2234
5936,30574,15093
5946,30574,5715
6138,30574,3281
6138,7457,2443
6149,30574,128817
6149,11743,3921
6149,8717,3519
6149,7457,2423
6149,11557,2052
6150,30574,7615
6159,30574,4293
6192,30574,25865
6193,30574,3420
6259,30574,3950
6288,8717,6918
6288,11557,5849
6288,26837,2097
6294,30574,4699
6294,11305,2112
6295,30574,13456
6295,23831,3732
6310,11743,2623
6310,6857,2210
6319,30574,6942
6319,6953,2070
6319,11305,2001
6327,30574,75709
6328,30574,4090
6334,30574,9591
6334,8717,6357
6334,11743,5338
6334,26837,2452
6419,30574,7867
6420,30574,11945
6422,30574,4677
6422,20939,2201
6423,30574,12262
6423,20939,2065
6424,30574,3695
6425,30574,11643
6426,30574,4289
6427,30574,8285
6427,20939,2669
6440,30574,43235
6440,7457,2865
6462,30574,55121
6514,30574,24581
6520,30574,3341
6526,30574,7711
6528,30574,6966
6531,30574,6925
6534,30574,9195
6538,30574,13533
6541,30574,2625
6551,30574,20232
6554,30574,5434
6572,30574,4399
6588,30574,10425
6614,30574,16825
6656,8717,12316
6656,7457,3940
6667,30574,2802
6670,30574,4824
6678,30574,4652
6687,30574,7581
6689,30574,74756
6689,6953,2460
6689,11305,2132
6693,30574,27537
6708,30574,5023
6709,30574,3274
6748,30574,27666
6749,30574,11323
6750,30574,5700
6751,30574,29061
6751,8717,2005
6753,30574,7375
6759,30574,4330
6759,8717,3014
6759,11743,2840
6759,11557,2226
6819,30574,16041
6820,30574,13969
6853,30574,26697
6853,20939,4193
6854,30574,6950
6854,20939,2364
6858,30574,5727
6858,20939,2060
6862,30574,13623
6867,30574,26630
6867,8717,5074
6867,11557,4108
6867,14487,2962
6870,30574,12050
6872,30574,5303
6900,30574,139123
6900,8717,5394
6900,11557,3542
6900,21689,3467
6952,11743,2474
6969,8717,18466
6969,7457,16215
6969,30574,8325
6969,11743,4470
6969,11557,4200
6969,26138,3047
6969,7404,2701
7036,30574,4245
7039,30574,6392
7053,30574,4302
7058,30574,4378
7061,30574,27049
7061,20939,3140
7061,11743,2164
7062,30574,15592
7069,11743,2924
7081,30574,7103
7082,26771,5162
7082,30574,3894
7082,11557,2039
7126,7457,13748
7126,11557,7185
7126,11743,5012
7126,30574,2726
7126,7404,2557
7190,7457,7969
7190,11743,2563
7201,30574,2160
7214,30574,35718
7244,30574,29099
7244,11557,4796
7244,14487,2272
7252,30574,4645
7329,30574,23367
7329,11305,2359
7332,11743,2365
7354,30574,28330
7354,11743,2088
7389,30574,14018
7432,30574,3854
7433,30574,2946
7437,30574,2599
7442,30574,2218
7445,30574,260535
7445,8717,11439
7445,11557,5709
7445,21689,4738
7445,19733,4218
7445,4949,2836
7445,21773,2094
7455,30574,6065
7493,30574,2712
7494,30574,8422
7510,30574,4241
7520,30574,2209
7531,30574,4337
7572,30574,7146
7579,30574,14600
7588,30574,66986
7588,8717,3223
7588,7457,3039
7588,11743,2364
7603,30574,14111
7604,30574,6825
7613,7457,22106
7613,11743,12944
7613,11557,9277
7613,7404,4110
7613,10059,2674
7613,11305,2179
7613,18367,2175
7613,22743,2065
7624,7457,20516
7624,30574,13367
7624,11743,11132
7624,11557,6290
7624,7404,3543
7624,33114,2774
7624,26735,2099
7628,30574,7689
7661,30574,2694
7667,30574,17131
7668,30574,7720
7669,30574,37363
7670,30574,45792
7670,26837,2175
7672,30574,22170
7673,30574,8017
7675,30574,4996
7677,30574,139262
7677,26837,4264
7677,11743,4246
7677,26771,3325
7677,11557,2995
7677,8717,2961
7679,30574,2515
7682,30574,6420
7707,30574,2166
7714,30574,38159
7714,7457,2163
7742,30574,9404
7745,30574,14195
7745,8717,2273
7745,11557,2004
7748,30574,3272
7763,30574,13265
7770,30574,32604
7779,30574,22286
7780,30574,5709
7785,30574,4008
7788,30574,3683
7805,30574,51216
7815,30574,3413
7869,30574,108582
7869,8717,2293
7869,11743,2041
7909,30574,15912
7926,30574,12081
7967,30574,4044
7973,30574,9182
7979,30574,3771
7980,30574,3763
7981,30574,3630
7993,30574,4124
7996,11305,3690
8073,30574,24025
8087,30574,8760
8088,30574,4255
8089,30574,8193
8127,11557,6626
8127,8717,5084
8127,11743,3489
8127,33114,2896
8155,30574,6794
8172,30574,3605
8252,30574,3297
8282,30574,7902
8337,30574,22802
8600,30574,47823
8600,21689,3032
8646,30574,7308
8647,30574,14219
8648,30574,12297
8648,26837,3062
8648,26771,2818
8676,30574,10080
8680,30574,6399
8694,30574,4659
8694,26837,3635
8694,26771,3034
8695,30574,33920
8695,26837,4438
8695,26771,3758
8695,8717,3029
8695,11743,2298
8695,15048,2007
8696,30574,12668
8698,30574,26135
8698,26837,3087
8698,26771,2583
8725,30574,7027
8732,30574,18242
8765,30574,9272
8852,8717,9068
8852,23743,6529
8852,11557,3309
8852,30574,2830
8852,11743,2694
8852,7404,2008
8908,30574,31975
8908,14821,4558
8908,11743,3816
8908,11557,3105
8908,33268,3014
8908,26837,2096
8909,30574,106119
8909,8717,6499
8909,7457,4362
8909,26837,4176
8909,26771,2939
8909,11743,2010
8914,30574,13510
8921,7457,4735
8921,8717,4479
8921,20939,4005
8921,11743,2165
8948,30574,4690
8949,30574,4775
8951,30574,4943
8952,30574,5054
8957,30574,4689
8960,30574,4819
8962,30574,14658
8964,30574,6649
8965,30574,5553
8966,30574,4951
8967,30574,4679
9013,30574,8181
9014,30574,5020
9282,30574,5955
9298,30574,11558
9300,30574,31412
9301,30574,13257
9302,30574,4059
9303,30574,7285
9328,30574,6867
9328,11743,2206
9355,30574,6204
9370,30574,3083
9375,30574,74629
9375,11743,2234
9416,30574,7339
9417,30574,2786
9418,30574,5880
9419,30574,14199
9420,30574,18125
9503,30574,9222
9516,30574,59759
9516,13561,3597
9516,13547,2138
9517,30574,14770
9522,30574,22451
9526,30574,8266
9530,30574,5045
9531,30574,10092
9532,30574,33103
9532,26837,2907
9532,26771,2687
9534,30574,2007
9539,30574,16384
9539,11305,7356
9539,8717,2563
9549,30574,3118
9567,30574,3815
9570,30574,3877
9589,30574,2992
9590,30574,20218
9592,30574,9976
9595,30574,5521
9601,30574,15053
9646,30574,23997
9742,30574,111987
9742,8717,3161
9762,30574,5802
9777,30574,113540
9777,8717,6403
9777,11743,3363
9777,11557,2238
9791,21689,4579
9791,30574,3191
9791,31155,3119
9804,30574,9370
9820,30574,12812
9822,30574,17240
9827,30574,12318
9838,30574,2633
9844,30574,15726
9854,30574,5345
9864,30574,2620
9912,30574,17661
9913,30574,8405
9914,30574,2924
9915,30574,5248
9943,30574,11998
10006,30574,4936
10031,30574,6367
10037,30574,11940
10058,30574,18198
10065,30574,3625
10073,30574,9978
10084,30574,2833
10090,30574,3005
10092,30574,3006
10104,30574,75924
10105,30574,14846
10115,30574,20731
10176,30574,66570
10176,15048,2227
10210,30574,6084
10235,30574,29139
10238,30574,5450
10365,7457,2806
10365,11557,2054
10395,30574,6067
10412,30574,2137
10441,11743,3737
10441,30574,2126
10444,30574,15390
10461,30574,6372
10505,30574,72273
10538,30574,8712
10541,30574,8733
10566,30574,5526
10567,30574,57483
10567,14821,3100
10569,30574,101364
10569,8717,5668
10569,21689,4352
10569,32865,3384
10569,11557,2170
10572,30574,125170
10572,8717,30292
10572,11305,26321
10572,11557,6690
10572,11743,5231
10572,22743,2406
10572,5207,2214
10577,30574,9025
10579,30574,2725
10579,14821,2002
10583,14821,6222
10583,30574,4254
10583,28663,2534
10584,30574,2271
10585,30574,20023
10585,14821,2394
10588,30574,20090
10589,30574,53386
10589,14821,2639
10592,14821,7461
10592,11743,2336
10592,30574,2237
10596,30574,8072
10603,30574,45543
10603,14821,3889
10603,28663,2014
10605,14821,2687
10605,30574,2316
10607,30574,5545
10611,30574,5401
10614,30574,107904
10614,14821,5668
10614,28663,2674
10614,8717,2536
10614,11743,2034
10617,30574,17237
10618,30574,5529
10619,30574,24184
10625,30574,6076
10628,30574,41018
10628,14821,2990
10629,30574,2186
10639,30574,42033
10669,30574,13110
10692,30574,11451
10692,11743,3160
10692,14487,2810
10692,11557,2103
10739,30574,20233
10765,30574,3462
10775,30574,2834
10799,7457,5149
10799,8717,4196
10799,11743,3380
10847,30574,68881
10847,21689,3465
10847,8717,2773
10867,30574,5309
10873,30574,6653
10882,30574,5033
10883,30574,141000
10884,30574,29634
10890,30574,18155
10907,30574,7482
10909,30574,3200
10910,30574,17460
10911,30574,19407
10913,30574,21082
10915,30574,20019
10916,8717,2493
10917,30574,197630
10917,11743,4763
10917,8717,4490
10917,11557,4183
10920,30574,32190
10920,14487,2221
10920,11743,2096
10929,30574,33818
10956,30574,49307
10956,11557,3114
10959,30574,3194
10964,30574,21272
10964,14487,8429
10964,11557,8122
10964,26138,6193
10964,11305,5077
10964,11743,3770
10964,30464,2935
10964,14467,2716
10964,8717,2178
10965,30574,3125
10967,30574,3394
10967,14487,2731
10975,11743,2554
10987,14487,3807
10987,26138,2080
10988,30574,6635
10988,14487,3247
10990,30574,4475
11003,30574,3347
11012,30574,52519
11012,8717,5774
11012,7457,2657
11012,11743,2164
11041,30574,14536
11077,30574,3854
11125,30574,6381
11125,11743,3234
11125,30358,2213
11149,11743,2357
11208,30574,5927
11229,30574,15092
11279,30574,12685
11286,30574,12650
11289,30574,10043
11301,30574,12533
11306,30574,6375
11312,30574,9332
11313,30574,2966
11334,30574,9934
11337,30574,50587
11337,11743,2277
11346,30574,22831
11359,30574,8055
11366,30574,57674
11366,14552,2291
11366,8717,2024
11413,30574,3048
11429,30574,4992
11430,30574,2800
11433,30574,6561
11438,30574,34876
11446,30574,7747
11449,30574,2414
11466,30574,13651
11472,30574,7227
11486,30574,4563
11507,30574,13305
11525,30574,48690
11553,30574,12565
11557,30574,31105
11563,30574,11898
11564,30574,2511
11566,30574,23767
11566,28663,2113
11566,11557,2096
11570,30574,35911
11570,14821,2448
11573,30574,2554
11580,30574,14225
11588,11743,3989
11590,30574,68380
11590,8717,2767
11602,30574,3667
11607,30574,7456
11623,30574,10859
11650,30574,15089
11666,30574,7926
11686,30574,13322
11691,30574,18910
11691,8717,2078
11734,30574,15408
11741,30574,30666
11761,30574,11241
11762,30574,43419
11762,8717,2012
11824,30574,4283
11899,11743,2110
11901,30574,36358
11908,30574,3784
11918,30574,18212
11919,30574,8653
11922,30574,11272
11987,30574,9537
11989,11743,2265
11991,30574,3886
12007,30574,9534
12009,30574,6092
12013,30574,6094
12021,30574,7409
12067,30574,26817
12067,11305,11127
12067,11557,6364
12067,11743,3724
12067,15048,2710
12073,30574,16688
12075,30574,7555
12125,30574,2695
12194,30574,15306
12220,30574,70096
12220,23743,3369
12220,7457,2889
12349,30574,6264
12357,30574,10837
12358,30574,13913
12448,30574,14011
12467,30574,9348
12497,30574,41145
12527,30574,4885
12535,30574,2262
12542,30574,2830
12543,30574,39542
12543,8717,3648
12543,32865,2734
12543,21689,2014
12555,30574,6428
12557,30574,2816
12609,30574,25875
12617,30574,7949
12657,30574,2610
12658,30574,15631
12659,30574,4911
12691,30574,42125
12691,21689,2229
12722,30574,8713
12781,30574,59676
12781,8717,3409
12786,30574,3367
12839,30574,5174
12873,30574,19902
12873,7457,7698
12873,11743,3657
12873,20939,2596
12898,23743,3577
12898,7457,3510
12930,30574,20903
12936,30574,2250
12938,30574,47026
12938,7457,4636
12938,23743,3266
12938,8717,2311
12948,8717,2261
12957,30574,54638
12957,7457,5209
12957,23743,3189
12967,30574,2676
12996,7457,6830
12996,8717,4342
12996,23743,4264
12996,30574,2403
12996,27438,2090
13006,30574,32072
13006,7457,4654
13006,8717,2713
13020,30574,7182
13023,30574,138759
13023,8717,6917
13023,7457,6210
13023,11305,3840
13023,11557,2460
13023,11743,2096
13061,30574,2492
13064,30574,3219
13074,30574,2126
13079,30574,5860
13083,30574,14837
13103,30574,2986
13130,30574,5585
13131,30574,10209
13133,30574,3661
13134,30574,3671
13137,30574,86007
13139,30574,4756
13140,30574,3115
13145,30574,85532
13147,30574,2564
13148,30574,6797
13151,30574,2562
13152,30574,23760
13152,11557,2240
13152,33114,2011
13157,30574,2494
13214,30574,56258
13214,21689,2394
13214,7457,2119
13235,30574,10178
13350,30574,2320
13360,8717,2008
13374,30574,7872
13376,30574,38175
13440,30574,28539
13440,14821,2477
13451,30574,6730
13496,30574,28358
13496,11743,7784
13496,8717,7230
13496,22743,3383
13497,11305,21423
13497,11743,4169
13497,11557,4144
13501,30574,11239
13521,30574,3299
13529,30574,7796
13642,30574,3141
13651,30574,8416
13651,26837,2313
13659,30574,3706
13661,30574,9569
13661,11305,2413
13662,11305,4482
13667,30574,6994
13667,11305,3869
13747,30574,7552
13809,30574,2338
13810,30574,9424
13810,11305,2630
13811,30574,2830
13812,30574,5679
13813,30574,6113
13813,11305,2834
13815,30574,3536
13817,30574,2332
13829,30574,36524
13829,11305,2685
13831,30574,11968
13831,11305,5727
13831,33114,2335
13831,11557,2014
13833,30574,8131
13833,11305,2741
13835,11305,4134
13836,30574,19059
13836,11305,3548
13837,11305,3647
13839,30574,12618
13872,30574,39758
13878,30574,3055
13881,30574,2393
13888,30574,19423
13888,11305,4816
13890,30574,15991
13890,11305,6039
13891,30574,16606
13891,11305,5451
13895,30574,16820
13895,11305,6689
13912,30574,55760
13925,30574,2220
13927,30574,3068
13927,11305,2012
13928,30574,41984
13928,11305,4114
13929,30574,27884
13929,11305,2147
13986,30574,11270
13986,11305,2532
14050,30574,9625
14050,11743,8573
14050,26138,4778
14050,11305,3009
14050,30464,2329
14064,30574,6141
14069,30574,2566
14096,30574,35512
14096,8717,2330
14201,30574,119250
14201,11305,8539
14201,8717,8472
